,human_ensembl,human_symbol,mouse_ensembl,mouse_symbol,zebrafish_ensembl,zebrafish_symbol,qG0,G1,Late.G1,S,S.G2,G2.M,M.Early.G1
222,ENSG00000172301,COPRS,ENSMUSG00000031458,Coprs,missing,missing,0,0,0,0,1,0,0
223,ENSG00000141030,COPS3,ENSMUSG00000019373,Cops3,ENSDARG00000008623,cops3,0,0,0,1,1,0,0
224,ENSG00000138495,COX17,ENSMUSG00000046516,Cox17,missing,missing,0,0,0,0,1,1,0
225,ENSG00000178741,COX5A,ENSMUSG00000000088,Cox5a,ENSDARG00000099663,cox5ab,0,0,0,0,1,0,0
226,ENSG00000178741,COX5A,ENSMUSG00000000088,Cox5a,ENSDARG00000088383,cox5aa,0,0,0,0,1,0,0
227,ENSG00000176340,COX8A,ENSMUSG00000035885,Cox8a,ENSDARG00000095273,cox8a,0,0,0,0,0,1,1
228,ENSG00000112297,CRYBG1,ENSMUSG00000019866,Crybg1,ENSDARG00000031782,crybg1a,0,0,0,0,0,0,0
229,ENSG00000112297,CRYBG1,ENSMUSG00000019866,Crybg1,ENSDARG00000006060,crybg1b,0,0,0,0,0,0,0
230,ENSG00000124207,CSE1L,ENSMUSG00000002718,Cse1l,ENSDARG00000006963,cse1l,0,0,0,0,1,0,0
231,ENSG00000101439,CST3,ENSMUSG00000033156,Cst10,ENSDARG00000007795,cst3,1,0,0,0,0,0,0
232,ENSG00000101439,CST3,ENSMUSG00000033156,Cst10,ENSDARG00000069192,zgc:163030,1,0,0,0,0,0,0
233,ENSG00000119326,CTNNAL1,ENSMUSG00000038816,Ctnnal1,ENSDARG00000018162,ctnnal1,0,0,0,1,1,0,0
234,ENSG00000166347,CYB5A,ENSMUSG00000024646,Cyb5a,ENSDARG00000098589,cyb5a,0,0,0,0,1,0,0
235,ENSG00000172115,CYCS,ENSMUSG00000058927,Gm10053,missing,missing,0,0,0,0,1,1,0
236,ENSG00000222041,CYTOR,missing3,missing3,missing,missing,0,0,0,0,0,0,0
237,ENSG00000006634,DBF4,ENSMUSG00000002297,Dbf4,ENSDARG00000074796,dbf4,0,0,0,0,1,1,0
238,ENSG00000136485,DCAF7,ENSMUSG00000049354,Dcaf7,ENSDARG00000054355,dcaf7,0,0,0,0,0,1,0
239,ENSG00000057019,DCBLD2,ENSMUSG00000035107,Dcbld2,ENSDARG00000062177,dcbld2,0,0,0,0,1,1,0
240,ENSG00000156136,DCK,ENSMUSG00000029366,Dck,ENSDARG00000044807,dck,0,0,0,0,1,0,0
241,ENSG00000172795,DCP2,ENSMUSG00000024472,Dcp2,ENSDARG00000104242,dcp2,0,0,0,0,0,1,0
242,ENSG00000137100,DCTN3,ENSMUSG00000028447,Dctn3,ENSDARG00000041363,dctn3,0,0,0,0,0,1,0
243,ENSG00000179958,DCTPP1,ENSMUSG00000042462,Dctpp1,ENSDARG00000054334,dctpp1,0,0,0,1,1,0,0
244,ENSG00000169738,DCXR,ENSMUSG00000039450,Dcxr,ENSDARG00000079271,dcxr,0,0,0,0,0,1,0
245,ENSG00000153904,DDAH1,ENSMUSG00000028194,Ddah1,ENSDARG00000103042,ddah1,0,0,1,0,0,0,0
246,ENSG00000165732,DDX21,ENSMUSG00000020075,Ddx21,ENSDARG00000063626,ddx21,0,0,1,0,0,0,0
247,ENSG00000123136,DDX39A,ENSMUSG00000005481,Ddx39a,ENSDARG00000015111,ddx39ab,0,0,0,0,1,1,0
248,ENSG00000123136,DDX39A,ENSMUSG00000005481,Ddx39a,ENSDARG00000006225,ddx39aa,0,0,0,0,1,1,0
249,ENSG00000145833,DDX46,ENSMUSG00000021500,Ddx46,ENSDARG00000099458,ddx46,0,0,0,0,1,0,0
250,ENSG00000124795,DEK,ENSMUSG00000021377,Dek,ENSDARG00000070108,dek,0,0,0,1,1,1,0
251,ENSG00000024526,DEPDC1,ENSMUSG00000028175,Depdc1a,ENSDARG00000018165,depdc1a,0,0,0,0,0,1,0
252,ENSG00000035499,DEPDC1B,ENSMUSG00000021697,Depdc1b,ENSDARG00000099541,missing,0,0,0,0,0,1,0
253,ENSG00000023697,DERA,ENSMUSG00000030225,Dera,ENSDARG00000005897,dera,0,0,0,1,1,0,0
254,ENSG00000121644,DESI2,ENSMUSG00000026502,Desi2,ENSDARG00000004460,desi2,0,0,0,0,0,1,0
255,ENSG00000228716,DHFR,ENSMUSG00000021707,Dhfr,ENSDARG00000004251,dhfr,0,0,0,1,1,0,0
256,ENSG00000228716,DHFR,ENSMUSG00000021707,Dhfr,ENSDARG00000068876,zgc:153031,0,0,0,1,1,0,0
257,ENSG00000100612,DHRS7,ENSMUSG00000109482,Gm4756,ENSDARG00000003444,dhrs7,1,0,0,0,0,0,0
258,ENSG00000139734,DIAPH3,ENSMUSG00000022021,Diaph3,ENSDARG00000090785,diaph3,0,0,0,0,1,1,0
259,ENSG00000130826,DKC1,ENSMUSG00000031403,Dkc1,ENSDARG00000016484,dkc1,0,0,0,1,0,0,0
260,ENSG00000075711,DLG1,ENSMUSG00000022770,Dlg1,ENSDARG00000102216,dlg1b,0,1,0,0,0,0,0
261,ENSG00000126787,DLGAP5,ENSMUSG00000037544,Dlgap5,ENSDARG00000045167,dlgap5,0,0,0,0,0,1,0
262,ENSG00000213551,DNAJC9,ENSMUSG00000021811,Dnajc9,ENSDARG00000031293,dnajc9,0,0,0,1,1,0,0
263,ENSG00000130816,DNMT1,ENSMUSG00000004099,Dnmt1,ENSDARG00000030756,dnmt1,0,0,0,1,1,0,0
264,ENSG00000159147,DONSON,ENSMUSG00000022960,Donson,missing,missing,0,0,0,1,1,0,0
265,ENSG00000136908,DPM2,ENSMUSG00000026810,Dpm2,ENSDARG00000095623,dpm2,0,0,0,0,1,0,0
266,ENSG00000136982,DSCC1,ENSMUSG00000022422,Dscc1,ENSDARG00000019907,dscc1,0,0,0,0,1,0,0
267,ENSG00000149636,DSN1,ENSMUSG00000027635,Dsn1,ENSDARG00000089922,dsn1,0,0,0,0,1,0,0
268,ENSG00000168393,DTYMK,ENSMUSG00000026281,Dtymk,ENSDARG00000052103,dtymk,0,0,0,0,1,1,1
269,ENSG00000128951,DUT,ENSMUSG00000027203,Dut,ENSDARG00000102748,missing,0,0,0,1,1,0,0
270,ENSG00000128951,DUT,ENSMUSG00000027203,Dut,ENSDARG00000106529,dut,0,0,0,1,1,0,0
271,ENSG00000119333,DYNC2I2,ENSMUSG00000039715,Dync2i2,ENSDARG00000057635,dync2i2,0,0,0,0,0,0,0
272,ENSG00000114346,ECT2,ENSMUSG00000027699,Ect2,ENSDARG00000007278,ect2,0,0,0,0,1,1,0
273,ENSG00000078401,EDN1,ENSMUSG00000021367,Edn1,missing,missing,0,0,1,0,0,0,0
274,ENSG00000156508,EEF1A1,missing37,missing37,ENSDARG00000039502,eef1a1a,1,0,0,0,0,0,0
275,ENSG00000156508,EEF1A1,missing37,missing37,ENSDARG00000069951,eef1a1b,1,0,0,0,0,0,0
276,ENSG00000283391,EEF1B2,ENSMUSG00000025967,Eef1b2,missing,missing,0,0,0,0,1,0,0
277,ENSG00000114942,EEF1B2,ENSMUSG00000025967,Eef1b2,ENSDARG00000044521,eef1b2,0,0,0,0,1,0,0
278,ENSG00000124802,EEF1E1,ENSMUSG00000001707,Eef1e1,ENSDARG00000071774,eef1e1,0,0,0,1,1,0,0
279,ENSG00000138798,EGF,ENSMUSG00000028017,Egf,ENSDARG00000052739,egf,0,0,1,0,0,0,0
280,ENSG00000173674,EIF1AX,ENSMUSG00000095717,Eif1ad11,ENSDARG00000029003,eif1axa,0,0,0,1,1,0,0
281,ENSG00000173674,EIF1AX,ENSMUSG00000095717,Eif1ad11,ENSDARG00000057912,eif1axb,0,0,0,1,1,0,0
282,ENSG00000114784,EIF1B,ENSMUSG00000006941,Eif1b,ENSDARG00000029445,eif1b,1,0,0,0,0,0,0
283,ENSG00000134001,EIF2S1,ENSMUSG00000021116,Eif2s1,ENSDARG00000005827,eif2s1a,0,0,0,1,1,0,0
284,ENSG00000134001,EIF2S1,ENSMUSG00000021116,Eif2s1,ENSDARG00000052178,eif2s1b,0,0,0,1,1,0,0
285,ENSG00000104408,EIF3E,ENSMUSG00000022336,Eif3e,ENSDARG00000002549,eif3eb,1,0,0,0,0,0,0
286,ENSG00000156976,EIF4A2,ENSMUSG00000022884,Eif4a2,ENSDARG00000016477,eif4a2,1,0,0,0,0,0,0
287,ENSG00000187840,EIF4EBP1,ENSMUSG00000031490,Eif4ebp1,ENSDARG00000043608,eif4ebp1,0,0,0,1,1,0,0
288,ENSG00000100664,EIF5,ENSMUSG00000021282,Eif5,ENSDARG00000003681,eif5,0,0,0,0,1,1,0
289,ENSG00000158417,EIF5B,ENSMUSG00000026083,Eif5b,ENSDARG00000042065,eef2a.2,0,0,0,1,0,0,0
290,ENSG00000158417,EIF5B,ENSMUSG00000026083,Eif5b,ENSDARG00000042094,eef2a.1,0,0,0,1,0,0,0
291,ENSG00000285377,EMC9,ENSMUSG00000022217,Emc9,missing,missing,0,0,0,0,0,1,0
292,ENSG00000100908,EMC9,ENSMUSG00000022217,Emc9,ENSDARG00000034633,emc9,0,0,0,0,0,1,0
293,ENSG00000213853,EMP2,ENSMUSG00000022505,Emp2,ENSDARG00000044588,emp2,0,0,0,0,1,0,0
294,ENSG00000145293,ENOPH1,ENSMUSG00000029326,Enoph1,ENSDARG00000026198,enoph1,0,0,0,1,1,0,0
295,ENSG00000171320,ESCO2,ENSMUSG00000022034,Esco2,ENSDARG00000014685,esco2,0,0,0,1,1,1,0
296,ENSG00000115363,EVA1A,ENSMUSG00000035104,Eva1a,ENSDARG00000061405,eva1a,0,0,0,0,0,1,0
297,ENSG00000115363,EVA1A,ENSMUSG00000035104,Eva1a,ENSDARG00000067927,EVA1A,0,0,0,0,0,1,0
298,ENSG00000107371,EXOSC3,ENSMUSG00000028322,Exosc3,ENSDARG00000098334,exosc3,0,0,0,0,1,0,0
299,ENSG00000107371,EXOSC3,ENSMUSG00000028322,Exosc3,ENSDARG00000104246,wu:fc33b09,0,0,0,0,1,0,0
300,ENSG00000120699,EXOSC8,ENSMUSG00000027752,Exosc8,ENSDARG00000068755,exosc8,0,0,0,1,1,1,0
301,ENSG00000123737,EXOSC9,ENSMUSG00000027714,Exosc9,ENSDARG00000006392,exosc9,0,0,0,1,0,0,0
302,ENSG00000106462,EZH2,ENSMUSG00000029687,Ezh2,ENSDARG00000010571,ezh2,0,0,0,0,1,1,0
303,ENSG00000092820,EZR,ENSMUSG00000052397,Ezr,ENSDARG00000020944,ezra,0,0,0,0,0,1,0
304,ENSG00000092820,EZR,ENSMUSG00000052397,Ezr,ENSDARG00000025091,ezrb,0,0,0,0,0,1,0
305,ENSG00000164434,FABP7,ENSMUSG00000019874,Fabp7,ENSDARG00000034650,fabp7b,1,0,0,0,0,0,0
306,ENSG00000164434,FABP7,ENSMUSG00000019874,Fabp7,ENSDARG00000007697,fabp7a,1,0,0,0,0,0,0
307,ENSG00000149485,FADS1,ENSMUSG00000010663,Fads1,missing,missing,0,0,0,0,1,0,0
308,ENSG00000189057,FAM111B,missing25,missing25,ENSDARG00000101556,fam111.2,0,0,0,1,0,0,0
309,ENSG00000189057,FAM111B,missing25,missing25,ENSDARG00000101104,missing,0,0,0,1,0,0,0
310,ENSG00000182103,FAM181B,ENSMUSG00000051515,Fam181b,missing,missing,1,0,0,0,0,0,0
311,ENSG00000101447,FAM83D,ENSMUSG00000027654,Fam83d,ENSDARG00000077883,fam83d,0,0,0,0,0,1,0
312,ENSG00000140525,FANCI,ENSMUSG00000039187,Fanci,ENSDARG00000026224,fanci,0,0,0,0,1,0,0
313,ENSG00000115392,FANCL,ENSMUSG00000004018,Fancl,ENSDARG00000007885,fancl,0,0,0,1,0,0,0
314,ENSG00000116120,FARSB,ENSMUSG00000026245,Farsb,ENSDARG00000016864,farsb,0,0,0,0,1,0,0
315,ENSG00000105202,FBL,ENSMUSG00000046865,Fbl,ENSDARG00000053912,fbl,0,0,0,0,1,0,0
316,ENSG00000280548,FBL,ENSMUSG00000046865,Fbl,missing,missing,0,0,0,0,1,0,0
317,ENSG00000112029,FBXO5,ENSMUSG00000019773,Fbxo5,ENSDARG00000039020,fbxo5,0,0,0,1,1,1,0
318,ENSG00000168496,FEN1,ENSMUSG00000024742,Fen1,ENSDARG00000011404,fen1,0,0,0,1,1,0,0
319,ENSG00000174721,FGFBP3,ENSMUSG00000047632,Fgfbp3,ENSDARG00000040162,fgfbp3,1,0,0,0,0,0,0
320,ENSG00000115641,FHL2,ENSMUSG00000008136,Fhl2,ENSDARG00000042018,fhl2a,0,0,1,0,1,0,0
321,ENSG00000115641,FHL2,ENSMUSG00000008136,Fhl2,ENSDARG00000003991,fhl2b,0,0,1,0,1,0,0
322,ENSG00000143631,FLG,ENSMUSG00000102439,Flg,missing,missing,0,0,1,0,0,0,0
323,ENSG00000141560,FN3KRP,ENSMUSG00000039253,Fn3krp,ENSDARG00000098208,fn3krp,0,0,0,1,1,0,0
324,ENSG00000175592,FOSL1,ENSMUSG00000024912,Fosl1,ENSDARG00000079373,fosl1b,0,0,1,0,1,0,0
325,ENSG00000175592,FOSL1,ENSMUSG00000024912,Fosl1,ENSDARG00000015355,fosl1a,0,0,1,0,1,0,0
326,ENSG00000111206,FOXM1,ENSMUSG00000001517,Foxm1,ENSDARG00000003200,foxm1,0,0,0,0,0,1,0
327,ENSG00000167996,FTH1,missing33,missing33,ENSDARG00000015551,fth1a,1,0,0,0,0,0,0
328,ENSG00000167996,FTH1,missing33,missing33,ENSDARG00000007975,fth1b,1,0,0,0,0,0,0
329,ENSG00000087086,FTL,ENSMUSG00000062382,Ftl1-ps1,ENSDARG00000018461,zgc:56095,1,0,0,0,0,0,0
330,ENSG00000087086,FTL,ENSMUSG00000062382,Ftl1-ps1,ENSDARG00000045586,zgc:172145,1,0,0,0,0,0,0
331,ENSG00000089280,FUS,ENSMUSG00000030795,Fus,ENSDARG00000037968,fus,0,0,0,0,1,0,0
332,ENSG00000092140,G2E3,ENSMUSG00000035293,G2e3,missing,missing,0,0,0,0,0,1,0
333,ENSG00000099860,GADD45B,ENSMUSG00000015312,Gadd45b,ENSDARG00000013576,gadd45bb,0,0,1,0,0,0,0
334,ENSG00000099860,GADD45B,ENSMUSG00000015312,Gadd45b,ENSDARG00000027744,gadd45ba,0,0,1,0,0,0,0
335,ENSG00000139354,GAS2L3,ENSMUSG00000074802,Gas2l3,ENSDARG00000045880,gas2l3,0,0,0,0,0,1,0
336,ENSG00000137880,GCHFR,ENSMUSG00000046814,Gchfr,ENSDARG00000098588,gchfr,0,0,0,0,0,0,1
337,ENSG00000023909,GCLM,ENSMUSG00000028124,Gclm,ENSDARG00000018953,gclm,0,0,0,0,1,0,0
338,ENSG00000006625,GGCT,ENSMUSG00000002797,Ggct,ENSDARG00000005085,ggctb,0,0,0,1,1,0,0
339,ENSG00000137563,GGH,ENSMUSG00000073987,Ggh,ENSDARG00000037176,ggh,0,0,0,0,1,1,1
340,ENSG00000055211,GINM1,ENSMUSG00000040006,Ginm1,ENSDARG00000021975,ginm1,0,0,0,0,1,0,0
341,ENSG00000131153,GINS2,ENSMUSG00000031821,Gins2,ENSDARG00000002304,gins2,0,0,0,1,1,0,0
342,ENSG00000152661,GJA1,ENSMUSG00000055691,Gja6,ENSDARG00000041799,gja1b,0,0,1,0,0,0,0
343,ENSG00000165474,GJB2,ENSMUSG00000046352,Gjb2,ENSDARG00000042707,gjb8,0,1,0,1,0,0,0
344,ENSG00000023572,GLRX2,missing23,missing23,ENSDARG00000100944,glrx2,0,0,0,0,1,0,0
345,ENSG00000108010,GLRX3,ENSMUSG00000031068,Glrx3,ENSDARG00000098785,glrx3,0,0,0,0,1,0,0
346,ENSG00000182512,GLRX5,ENSMUSG00000021102,Glrx5,ENSDARG00000043665,glrx5,0,0,0,0,0,1,1
347,ENSG00000112312,GMNN,ENSMUSG00000006715,Gmnn,ENSDARG00000035957,gmnn,0,0,0,1,1,1,0
348,ENSG00000120053,GOT1,ENSMUSG00000025190,Got1,ENSDARG00000039093,got1,0,0,0,0,0,1,0
349,ENSG00000197858,GPAA1,ENSMUSG00000022561,Gpaa1,ENSDARG00000074571,gpaa1,0,0,0,0,1,0,0
350,ENSG00000138678,GPAT3,ENSMUSG00000029314,Gpat3,ENSDARG00000006491,agpat9l,0,0,0,0,0,0,0
351,ENSG00000138678,GPAT3,ENSMUSG00000029314,Gpat3,ENSDARG00000016048,gpat3,0,0,0,0,0,0,0
352,ENSG00000150625,GPM6A,ENSMUSG00000031517,Gpm6a,ENSDARG00000055455,gpm6aa,1,0,0,0,0,0,0
353,ENSG00000150625,GPM6A,ENSMUSG00000031517,Gpm6a,ENSDARG00000004621,gpm6ab,1,0,0,0,0,0,0
354,ENSG00000046653,GPM6B,ENSMUSG00000031342,Gpm6b,ENSDARG00000001676,gpm6bb,1,0,0,0,0,0,0
355,ENSG00000046653,GPM6B,ENSMUSG00000031342,Gpm6b,ENSDARG00000005739,gpm6ba,1,0,0,0,0,0,0
356,ENSG00000111231,GPN3,ENSMUSG00000029464,Gpn3,ENSDARG00000069525,gpn3,0,0,0,0,1,0,0
357,ENSG00000121957,GPSM2,ENSMUSG00000027883,Gpsm2,ENSDARG00000017311,gpsm2,0,0,0,0,1,1,0
358,ENSG00000109519,GRPEL1,ENSMUSG00000029198,Grpel1,ENSDARG00000010021,grpel1,0,0,1,0,0,0,0
359,ENSG00000148834,GSTO1,ENSMUSG00000025068,Gsto1,ENSDARG00000033285,gsto2,0,0,0,0,0,1,0
360,ENSG00000148834,GSTO1,ENSMUSG00000025068,Gsto1,ENSDARG00000022183,gsto1,0,0,0,0,0,1,0
361,ENSG00000122034,GTF3A,ENSMUSG00000016503,Gtf3a,ENSDARG00000030267,gtf3aa,0,0,0,0,1,0,0
362,ENSG00000122034,GTF3A,ENSMUSG00000016503,Gtf3a,ENSDARG00000071583,gtf3ab,0,0,0,0,1,0,0
363,ENSG00000075218,GTSE1,ENSMUSG00000022385,Gtse1,ENSDARG00000013719,gtse1,0,0,0,0,1,1,0
364,ENSG00000184897,H1-10,ENSMUSG00000044927,H1f10,ENSDARG00000054058,h1-10,0,0,0,0,0,0,0
365,ENSG00000187837,H1-2,ENSMUSG00000036181,H1f2,missing,missing,0,0,0,0,0,0,0
366,ENSG00000124575,H1-3,ENSMUSG00000052565,H1f3,ENSDARG00000074012,h1l1,0,0,0,0,0,0,0
367,ENSG00000124575,H1-3,ENSMUSG00000052565,H1f3,ENSDARG00000105431,si:dkey-23a13.9,0,0,0,0,0,0,0
368,ENSG00000168298,H1-4,ENSMUSG00000051627,H1f4,ENSDARG00000105431,si:dkey-23a13.9,0,0,0,0,0,0,0
369,ENSG00000168298,H1-4,ENSMUSG00000051627,H1f4,ENSDARG00000074012,h1l1,0,0,0,0,0,0,0
370,ENSG00000184357,H1-5,ENSMUSG00000058773,H1f5,ENSDARG00000105502,si:ch73-368j24.12,0,0,0,0,0,0,0
371,ENSG00000184260,H2AC20,ENSMUSG00000068855,H2ac20,ENSDARG00000098739,h2af1al,0,0,0,0,0,0,0
372,ENSG00000188486,H2AX,ENSMUSG00000049932,H2ax,ENSDARG00000100906,si:dkey-23a13.20,0,0,0,0,0,0,0
373,ENSG00000164032,H2AZ1,missing1,missing1,missing,missing,0,0,0,0,0,0,0
374,ENSG00000105968,H2AZ2,ENSMUSG00000041126,H2az2,ENSDARG00000116491,h2az2b,0,0,0,0,0,0,0
375,ENSG00000105968,H2AZ2,ENSMUSG00000041126,H2az2,ENSDARG00000068820,h2az2a,0,0,0,0,0,0,0
376,ENSG00000163041,H3-3A,ENSMUSG00000060743,H3f3a,missing,missing,0,0,0,0,0,0,0
377,ENSG00000132475,H3-3B,missing14,missing14,ENSDARG00000068434,h3f3b.1,0,0,0,0,0,0,0
378,ENSG00000132475,H3-3B,missing14,missing14,ENSDARG00000033009,h3f3c,0,0,0,0,0,0,0
379,ENSG00000197061,H4C3,missing30,missing30,missing,missing,0,0,0,0,0,0,0
380,ENSG00000165996,HACD1,ENSMUSG00000063275,Hacd1,ENSDARG00000103744,hacd1,0,0,0,0,0,0,0
381,ENSG00000292096,HAT1,ENSMUSG00000027018,Hat1,missing,missing,0,0,0,1,1,0,0
382,ENSG00000128708,HAT1,ENSMUSG00000027018,Hat1,ENSDARG00000034916,hat1,0,0,0,1,1,0,0
383,ENSG00000152240,HAUS1,ENSMUSG00000041840,Haus1,ENSDARG00000058968,haus1,0,0,0,1,1,0,0
384,ENSG00000147874,HAUS6,ENSMUSG00000038047,Haus6,ENSDARG00000101652,haus6,0,0,0,0,1,0,0
385,ENSG00000131351,HAUS8,ENSMUSG00000035439,Haus8,ENSDARG00000109646,haus8,0,0,0,1,1,0,0
386,ENSG00000113070,HBEGF,ENSMUSG00000024486,Hbegf,ENSDARG00000031246,hbegfb,0,0,1,0,0,0,0
387,ENSG00000113070,HBEGF,ENSMUSG00000024486,Hbegf,ENSDARG00000075121,hbegfa,0,0,1,0,0,0,0
388,ENSG00000143321,HDGF,ENSMUSG00000004897,Hdgf,missing,missing,0,0,0,0,0,1,0
389,ENSG00000119969,HELLS,ENSMUSG00000025001,Hells,ENSDARG00000057738,hells,0,0,0,1,1,0,0
390,ENSG00000051108,HERPUD1,ENSMUSG00000031770,Herpud1,ENSDARG00000024314,herpud1,0,0,1,0,0,0,0
391,ENSG00000188290,HES4,missing28,missing28,ENSDARG00000056438,her9,0,0,0,1,1,0,0
392,ENSG00000149929,HIRIP3,ENSMUSG00000042606,Hirip3,ENSDARG00000027749,hirip3,0,0,0,0,1,0,0
393,ENSG00000123485,HJURP,ENSMUSG00000044783,Hjurp,missing,missing,0,0,0,0,1,1,0
394,ENSG00000227715,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
395,ENSG00000223980,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
396,ENSG00000231834,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
397,ENSG00000229215,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
398,ENSG00000224320,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
399,ENSG00000206503,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
400,ENSG00000235657,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
401,ENSG00000206505,HLA-A,missing13,missing13,missing,missing,1,0,0,0,0,0,0
402,ENSG00000228987,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
403,ENSG00000230726,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
404,ENSG00000227993,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
405,ENSG00000206308,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
406,ENSG00000204287,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
407,ENSG00000234794,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
408,ENSG00000226260,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
409,ENSG00000277263,HLA-DRA,ENSMUSG00000036322,H2-Ea,missing,missing,1,0,0,0,0,0,0
410,ENSG00000064961,HMG20B,ENSMUSG00000020232,Hmg20b,ENSDARG00000042045,hmg20b,0,0,0,0,0,1,0
411,ENSG00000137309,HMGA1,ENSMUSG00000046711,Hmga1,ENSDARG00000078781,si:ch211-161c3.6,0,0,0,0,1,1,1
412,ENSG00000149948,HMGA2,ENSMUSG00000056758,Hmga2,ENSDARG00000069912,hmga2,0,0,0,0,1,0,0
413,ENSG00000189403,HMGB1,missing26,missing26,ENSDARG00000099175,hmgb1a,0,0,0,0,1,1,1
414,ENSG00000189403,HMGB1,missing26,missing26,ENSDARG00000030479,hmgb1b,0,0,0,0,1,1,1
415,ENSG00000164104,HMGB2,ENSMUSG00000054717,Hmgb2,ENSDARG00000029722,hmgb2a,0,0,0,0,1,1,0
416,ENSG00000029993,HMGB3,missing4,missing4,ENSDARG00000006408,hmgb3b,0,0,0,0,0,1,0
417,ENSG00000029993,HMGB3,missing4,missing4,ENSDARG00000056725,hmgb3a,0,0,0,0,0,1,0
418,ENSG00000112972,HMGCS1,ENSMUSG00000093930,Hmgcs1,ENSDARG00000103025,hmgcs1,0,0,1,0,0,0,0
419,ENSG00000205581,HMGN1,ENSMUSG00000040681,Hmgn1,missing,missing,0,0,0,0,1,1,1
420,ENSG00000198830,HMGN2,ENSMUSG00000003038,Hmgn2,ENSDARG00000099572,hmgn2,0,0,0,0,1,1,1
421,ENSG00000118418,HMGN3,ENSMUSG00000066456,Hmgn3,missing,missing,0,0,0,0,0,1,1
422,ENSG00000100281,HMGXB4,ENSMUSG00000034518,Hmgxb4,ENSDARG00000075783,hmgxb4a,0,0,0,0,1,0,0
423,ENSG00000072571,HMMR,ENSMUSG00000020330,Hmmr,ENSDARG00000021794,hmmr,0,0,0,0,0,1,0
424,ENSG00000135486,HNRNPA1,ENSMUSG00000046434,Hnrnpa1,ENSDARG00000036675,hnrnpa1b,0,0,0,0,0,1,1
425,ENSG00000122566,HNRNPA2B1,ENSMUSG00000004980,Hnrnpa2b1,missing,missing,0,0,0,0,0,1,1
426,ENSG00000170144,HNRNPA3,ENSMUSG00000059005,Hnrnpa3,ENSDARG00000036162,hnrnpa0b,0,0,0,0,1,1,0
427,ENSG00000170144,HNRNPA3,ENSMUSG00000059005,Hnrnpa3,ENSDARG00000036161,hnrnpa0l,0,0,0,0,1,1,0
428,ENSG00000170144,HNRNPA3,ENSMUSG00000059005,Hnrnpa3,ENSDARG00000089302,hnrnpa0a,0,0,0,0,1,1,0
429,ENSG00000197451,HNRNPAB,ENSMUSG00000020358,Hnrnpab,ENSDARG00000007960,hnrnpaba,0,0,0,1,1,0,0
430,ENSG00000197451,HNRNPAB,ENSMUSG00000020358,Hnrnpab,ENSDARG00000099865,hnrnpabb,0,0,0,1,1,0,0
431,ENSG00000092199,HNRNPC,ENSMUSG00000060373,Hnrnpc,missing,missing,0,0,0,0,0,0,1
432,ENSG00000138668,HNRNPD,ENSMUSG00000000568,Hnrnpd,ENSDARG00000059246,hnrnpd,0,0,0,0,1,0,0
433,ENSG00000152795,HNRNPDL,ENSMUSG00000029328,Hnrnpdl,ENSDARG00000003429,hnrnpdl,0,0,0,0,1,1,0
434,ENSG00000169813,HNRNPF,ENSMUSG00000042079,Hnrnpf,missing,missing,0,0,0,1,1,0,0
435,ENSG00000096746,HNRNPH3,ENSMUSG00000020069,Hnrnph3,ENSDARG00000039466,hnrnph3,0,0,0,0,0,1,1
436,ENSG00000099783,HNRNPM,ENSMUSG00000059208,Hnrnpm,ENSDARG00000061735,hnrnpm,0,0,0,0,0,0,1
437,ENSG00000125944,HNRNPR,ENSMUSG00000066037,Hnrnpr,ENSDARG00000014569,hnrnpr,0,0,0,0,0,0,1
438,ENSG00000282958,HNRNPR,ENSMUSG00000066037,Hnrnpr,missing,missing,0,0,0,0,0,0,1
439,ENSG00000105323,HNRNPUL1,ENSMUSG00000040725,Hnrnpul1,missing,missing,0,0,0,0,1,0,0
440,ENSG00000171476,HOPX,ENSMUSG00000059325,Hopx,ENSDARG00000089368,hopx,1,0,0,0,0,0,0
441,ENSG00000173917,HOXB2,ENSMUSG00000075588,Hoxb2,ENSDARG00000000175,hoxb2a,0,0,1,0,1,0,0
442,ENSG00000120075,HOXB5,ENSMUSG00000038700,Hoxb5,ENSDARG00000013057,hoxb5a,0,0,0,0,1,0,0
